ChEMBL_ID,SMILES,MolecularWeight,MaxClinicalPhase,csp3_quota,AlogP
CHEMBL1441059,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O,576.71,4.0,0.538,1.31
CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,330.75,4.0,0.083,1.89
CHEMBL1079,Clc1ccc2nsnc2c1NC1=NCCN1,253.72,4.0,0.222,1.72
CHEMBL754,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],191.95,4.0,0.0,-0.16
CHEMBL65567,CN1CC(=O)NC1=N,113.12,3.0,0.5,-1.02
CHEMBL239800,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,266.69,1.0,0.182,1.29
CHEMBL1201156,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,299.85,4.0,0.263,3.83
CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,296.55,4.0,0.8,3.62
CHEMBL552659,Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,477.43,4.0,0.231,5.39
CHEMBL1519,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,430.55,4.0,0.625,2.77
CHEMBL171679,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,294.31,3.0,0.357,-0.31
CHEMBL1569,Cl.NC12CC3CC(CC(C3)C1)C2,187.71,4.0,1.0,1.91
CHEMBL1611,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+],274.25,4.0,0.067,1.77
CHEMBL207538,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.5,4.0,0.952,4.6
CHEMBL35228,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,518.06,3.0,0.379,6.09
CHEMBL231779,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,459.51,4.0,0.28,2.7
CHEMBL588,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,305.76,4.0,0.25,2.73
CHEMBL75880,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,277.5,4.0,1.0,5.3
CHEMBL1094785,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1,368.43,2.0,0.286,2.5
CHEMBL257662,COc1cc2c(c(OC)c1OC)-c1ccc(OP(=O)(O)O)cc1[C@@H](NC(C)=O)CC2,437.39,2.0,0.35,2.97
CHEMBL893,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,470.33,4.0,0.368,3.2
CHEMBL3601411,C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc3c(c2)C(=NO)c2cc(S(=O)(=O)N4C[C@H](C)C[C@H](C)C4)ccc2C3=NO)C1,588.75,1.0,0.5,3.79
CHEMBL276832,NNc1nncc2ccccc12,160.18,4.0,0.0,0.92
CHEMBL2364632,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,487.51,4.0,0.458,0.11
CHEMBL3092650,O=C1CCCN1c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,377.49,2.0,0.478,3.95
CHEMBL4297667,NC(=O)NCCC[C@H](N)C(=O)O.O=C(O)CC(O)C(=O)O,309.27,0.5,0.6,-1.15
CHEMBL4298139,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)O)c1.[Cl-],535.98,4.0,0.4,1.05
CHEMBL2105774,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,684.95,4.0,0.805,7.91
CHEMBL3545155,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,466.34,2.0,0.091,5.08
CHEMBL2105729,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O,615.68,4.0,0.208,5.36
CHEMBL3989918,CCc1noc(CC)c1C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,499.6,3.0,0.679,2.79
CHEMBL3889654,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,428.44,4.0,0.381,2.95
CHEMBL1486,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,635.52,4.0,0.522,3.04
CHEMBL124162,CCC(=O)O[C@]1(CC)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,404.42,2.0,0.304,3.04
CHEMBL392149,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)ncnc32)[C@H](O)[C@@H]1O,337.34,2.0,0.643,-1.36
CHEMBL4650329,Cc1c(-c2[nH]c3ccc(C4CCN(CC(N)=O)CC4)cc3c2C(C)C)cn2ncnc2c1C,444.58,2.0,0.423,4.28
CHEMBL1900528,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,392.52,4.0,0.526,2.35
CHEMBL1200769,CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,447.49,4.0,0.364,2.65
CHEMBL529888,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,366.48,4.0,0.611,2.17
CHEMBL2068724,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],400.49,4.0,0.8,-0.6
CHEMBL2104993,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,298.46,4.0,0.333,3.86
CHEMBL1084172,O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,774.78,4.0,0.295,4.61
CHEMBL3586404,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,397.48,2.0,0.524,2.48
CHEMBL3359265,Cc1nc2ccc(C(=O)N3CCC4(CC3)CC(=O)c3c(cnn3C(C)C)C4)cc2[nH]1,405.5,2.0,0.478,3.7
CHEMBL4068611,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,586.57,3.0,0.259,4.06
CHEMBL4076837,CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,450.55,1.0,0.259,3.7
CHEMBL1200771,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],353.98,4.0,0.714,4.72
CHEMBL258940,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,387.85,1.0,0.333,3.46
CHEMBL3707310,Cc1cc(C2=NO[C@@](c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)sc1C(=O)NCC(=O)NCC(F)(F)F,596.76,3.0,0.35,6.01
CHEMBL889,O=P(O)(NCCCl)NCCCl,221.02,3.0,1.0,0.74
CHEMBL1371,O=c1[nH]c2cc(Cl)ccc2o1,169.57,4.0,0.0,1.77
CHEMBL1466172,Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccccc1,275.26,2.0,0.231,1.96
CHEMBL856,CCC1(c2ccccc2)C(=O)NCNC1=O,218.26,4.0,0.333,0.54
CHEMBL574737,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,482.54,2.0,0.321,3.84
CHEMBL1297,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,242.27,4.0,0.133,3.67
CHEMBL14830,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,427.2,0.5,0.5,-1.75
CHEMBL3989803,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],351.36,4.0,0.308,0.77
CHEMBL1624,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.87,4.0,0.133,4.56
CHEMBL2368924,CS(=O)(=O)O.O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,438.5,4.0,0.5,2.52
CHEMBL325424,Cc1cccc(-c2ccc3c(c2)c(C(=O)C(=O)O)cn3Cc2ccc(C(C)(C)C)cc2)c1,425.53,1.0,0.214,6.23
CHEMBL2059028,COc1cc(C(=O)C(=O)N(C)[C@@H](Cc2ccc(Cl)cc2)C(=O)N(Cc2ccccc2)C(CCc2ccncc2)CCc2ccncc2)cc(OC)c1OC,749.31,1.0,0.279,7.07
CHEMBL4802138,O[C@H]1CCCN[C@@H]1CCCn1cnc2c(Cl)c(Cl)ccc21,328.24,2.0,0.533,3.24
CHEMBL1200635,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,512.09,4.0,0.815,2.67
CHEMBL1377,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,253.74,4.0,0.273,2.21
CHEMBL1630842,CCN1c2ncc(CCOc3cc[n+]([O-])c4ccccc34)cc2C(=O)N(C)c2cccnc21,441.49,2.0,0.2,3.63
CHEMBL2386889,Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1,376.26,2.0,0.4,1.94
CHEMBL3990145,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2ccccc21,499.66,2.0,0.667,2.4
CHEMBL1643880,O=C(N[C@H]1CN2CCC1CC2)c1c[nH]c2ccsc2c1=O,303.39,2.0,0.467,1.41
CHEMBL2105738,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12,388.56,3.0,0.577,5.81
CHEMBL1740513,CC(C)Nc1ncccn1,137.19,4.0,0.429,1.3
CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,273.24,4.0,0.071,2.55
CHEMBL4802158,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,482.73,2.0,0.926,6.33
CHEMBL3039526,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,872.82,4.0,0.333,3.28
CHEMBL217899,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,339.47,2.0,0.5,4.1
CHEMBL2105107,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,400.6,2.0,0.769,4.76
CHEMBL3287735,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,526.69,1.0,0.387,4.63
CHEMBL1200952,CN[C@@H](C)Cc1ccccc1.Cl,185.7,4.0,0.4,1.84
CHEMBL598172,COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C,437.24,2.0,0.111,4.78
CHEMBL42055,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,434.53,2.0,0.391,4.6
CHEMBL2105458,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,286.44,4.0,0.412,3.85
CHEMBL1200502,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O,767.01,2.0,0.974,1.9
CHEMBL4175981,CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21,357.41,2.0,0.556,0.7
CHEMBL2104612,O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr,307.97,3.0,1.0,-0.78
CHEMBL2104414,CCc1c(CC)c2cc3nc(cnc4cc(OCCOCCOCCOC)c(OCCOCCOCCOC)cc4ncc4nc(cc1[nH]2)C(CCCO)=C4C)C(C)=C3CCCO,874.09,3.0,0.542,6.99
CHEMBL366460,O=c1c(-c2ccccc2)coc2ccccc12,222.24,3.0,0.0,3.46
CHEMBL305686,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,251.25,1.0,0.5,-0.95
CHEMBL1208829,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,583.71,1.0,0.4,4.05
CHEMBL1201328,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,425.6,4.0,0.458,3.88
CHEMBL2105467,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1,257.22,2.0,0.4,-1.07
CHEMBL409153,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,437.48,4.0,0.182,4.24
CHEMBL77101,CCNCCCCNCCCCNCCCCNCC,286.51,1.0,1.0,1.73
CHEMBL321582,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,363.46,2.0,0.318,3.39
CHEMBL408194,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,317.39,3.0,0.15,4.49
CHEMBL3039498,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,491.62,2.0,0.269,4.14
CHEMBL1201075,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,791.11,4.0,0.5,-0.99
CHEMBL3544983,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,491.39,3.0,0.417,5.79
CHEMBL76222,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,499.68,2.0,0.783,1.16
CHEMBL3833371,CC(C)OC(=O)[C@@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1,545.91,2.0,0.5,1.93
CHEMBL3806158,CCCCCC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1,329.53,1.0,0.727,4.72
CHEMBL103735,CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,336.61,2.0,1.0,5.57
CHEMBL4297613,O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,586.86,3.0,0.25,6.56
CHEMBL2106798,CC1(C)CC(C)(C)CC(C)(N)C1.CS(=O)(=O)O,265.42,3.0,1.0,2.94
CHEMBL4210847,CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21,476.56,2.0,0.45,1.46
CHEMBL1397,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,700.79,4.0,0.405,4.57
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.59,4.0,0.318,-1.3
CHEMBL514270,COc1ccc(N2CCc3c(-n4ccc(N5CCNC5=O)n4)cc(C)nc32)c(C)c1,404.47,2.0,0.318,3.12
CHEMBL541758,Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC4(C(=O)N5CCN(C(=O)[C@@H](N)CCC[N+](C)(C)C)CC5)CCOCC4)c3Cl)c2n1.[Cl-],800.25,2.0,0.528,4.05
CHEMBL4297394,C=C(C#N)C(=O)OCCC(C)C,167.21,2.0,0.556,1.66
CHEMBL3545278,CCCCCS(=O)(=O)NC(=O)c1ccc2nc(C)n(Cc3ccc(Cl)cc3Cl)c2c1,468.41,2.0,0.333,4.95
CHEMBL4594398,CCCCCCCCC([18F])CCCC[C@@H]1C[C@H]1CC(=O)O,299.46,1.0,0.944,5.75
CHEMBL3301605,O.O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,366.4,4.0,0.833,-1.14
CHEMBL623,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,470.02,4.0,0.44,3.55
CHEMBL1213351,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,339.48,4.0,0.409,4.28
CHEMBL19,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,236.28,4.0,0.4,-1.42
CHEMBL4302089,OC1CN(CCCOCCc2ccc3sccc3c2)C1,291.42,2.0,0.5,2.53
CHEMBL3989728,Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],530.18,4.0,0.091,2.09
CHEMBL2103794,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1.Cl,583.18,3.0,0.452,2.72
CHEMBL3989967,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,472.5,2.0,0.154,4.39
CHEMBL2105748,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,485.97,4.0,0.591,2.09
CHEMBL1200430,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,314.43,4.0,0.65,3.83
CHEMBL549344,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,361.47,2.0,0.412,2.06
CHEMBL2392545,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,561.61,1.0,0.556,3.55
CHEMBL2110666,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1,373.38,2.0,0.3,2.89
CHEMBL3183740,NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,465.55,2.0,0.292,2.6
CHEMBL3702854,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,665.77,3.0,0.417,4.42
CHEMBL3950712,COc1cc(N)c(Cl)cc1C(=O)NCC1CCN(CCCn2ccnn2)CC1,406.92,1.0,0.526,2.05
CHEMBL1201251,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,317.39,4.0,0.333,2.45
CHEMBL2103842,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,466.95,2.0,0.182,5.25
CHEMBL232943,COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,486.85,2.0,0.318,4.32
CHEMBL3646118,O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CCOCC2)ncn1,314.31,2.0,0.308,-0.63
CHEMBL2220079,CC1=C2CC[C@@](C)(O)[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)C)[C@@H]2CC1,293.41,1.0,0.824,1.98
CHEMBL2107815,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O.OCCNCCO,495.66,4.0,0.741,3.58
CHEMBL1888176,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,392.52,4.0,0.48,3.77
CHEMBL15677,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,297.14,4.0,0.071,4.41
CHEMBL1770248,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,436.89,4.0,0.455,1.36
CHEMBL26215,CCCCCCCCO,130.23,2.0,1.0,2.34
CHEMBL871,CC(O)(P(=O)(O)O)P(=O)(O)O,206.03,4.0,1.0,-0.99
CHEMBL55,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.43,4.0,0.263,2.88
CHEMBL786,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,563.65,4.0,0.281,6.0
CHEMBL29,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.4,4.0,0.438,0.86
CHEMBL1672054,CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,616.62,3.0,0.533,6.65
CHEMBL2103745,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2.O,333.43,4.0,0.889,1.16
CHEMBL2007389,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12.Cl,376.95,2.0,0.35,4.48
CHEMBL2107309,Cc1sc[n+](CC(=O)c2ccccc2)c1C.[Cl-],267.78,2.0,0.231,2.54
CHEMBL3544978,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,487.44,3.0,0.5,1.2
CHEMBL1183349,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,717.78,4.0,0.286,4.58
CHEMBL3545307,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,552.54,2.0,0.067,5.75
CHEMBL3353541,C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,485.01,2.0,0.32,5.05
CHEMBL91829,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,468.56,3.0,0.286,3.51
CHEMBL2360580,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,505.96,4.0,0.357,6.54
CHEMBL2178578,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1,444.94,3.0,0.182,4.3
CHEMBL52885,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,400.39,2.0,0.091,3.15
CHEMBL2393130,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,370.41,3.0,0.3,2.6
CHEMBL1672627,O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,335.34,1.0,0.167,3.09
CHEMBL494753,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,350.44,4.0,0.611,3.29
CHEMBL282614,c1cc2c(c(N3CCNCC3)c1)OCCO2,220.27,2.0,0.5,0.87
CHEMBL3545181,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-],490.44,4.0,0.526,2.35
CHEMBL4297461,COc1cccc2[nH]c3c4c(c5c(c3c12)C(=O)N(CN1CCN(C)CC1)C5=O)CCC4,418.5,1.0,0.417,2.62
CHEMBL3306803,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,393.51,4.0,0.458,3.92
CHEMBL4594301,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21.O=S(=O)(O)c1ccccc1,597.49,4.0,0.185,4.18
CHEMBL3590106,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,433.34,2.0,0.238,4.67
CHEMBL221692,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,405.47,1.0,0.292,3.98
CHEMBL1742466,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,509.6,3.0,0.68,0.69
CHEMBL4297625,CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,416.47,2.0,0.478,1.13
CHEMBL250892,N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,305.21,3.0,0.462,1.93
CHEMBL4296717,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,349.41,2.0,0.188,1.31
CHEMBL1162175,CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,532.45,2.0,0.364,1.8
CHEMBL1255582,CCC1(c2c[nH]cn2)Cc2ccc(F)cc2C1,230.29,2.0,0.357,3.0
CHEMBL4297396,Cl.N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,442.35,1.0,0.227,3.31
